SIM-D-001001ACT-D-002 T00000005510020260224575422Simulated internal transfer             00
SIM-D-001002ACT-D-004 W00000001480020260224575422Simulated withdrawal                    00
SIM-D-001003ACT-D-005 D00000027600020260224575422Simulated deposit                       00
SIM-D-001004ACT-D-006 D00000002310020260224575422Simulated deposit                       00
SIM-D-002001ACT-D-001 W00000001390020260224575907Simulated withdrawal                    00
SIM-D-002002ACT-D-003 D00000011190020260224575907Simulated deposit                       00
SIM-D-002003ACT-D-005 D00000010110020260224575907Simulated deposit                       00
SIM-D-003001ACT-D-001 D00000044280020260224580402Simulated deposit                       00
SIM-D-003002ACT-D-003 T00000022600020260224580402Outbound interbank transfer             00
SIM-D-003003ACT-D-005 W00000005090020260224580402Simulated withdrawal                    00
SIM-D-004001ACT-D-001 T00000016070020260224580886Simulated internal transfer             00
SIM-D-004002ACT-D-002 W00000005000020260224580886Simulated withdrawal                    00
SIM-D-004003ACT-D-004 D00000031420020260224580886Simulated deposit                       00
SIM-D-004004ACT-D-006 D00000030340020260224580886Simulated deposit                       00
SIM-D-005001ACT-D-002 D00000015010020260224581382Simulated deposit                       00
SIM-D-005002ACT-D-004 D00000013930020260224581382Simulated deposit                       00
SIM-D-005003ACT-D-006 T00000011550020260224581382Simulated internal transfer             00
SIM-D-006001ACT-D-002 T00000044960020260224581882Outbound interbank transfer             00
SIM-D-006002ACT-D-003 T00000004590020260224581882Simulated internal transfer             00
SIM-D-006003ACT-D-004 W00000014580020260224581882Simulated withdrawal                    00
SIM-D-006004ACT-D-005 W00000000800020260224581882Simulated withdrawal                    00
SIM-D-007001ACT-D-001 W00000014490020260224582295Simulated withdrawal                    00
SIM-D-007002ACT-D-003 W00000006680020260224582295Simulated withdrawal                    00
SIM-D-007003ACT-D-005 D00000034160020260224582295Simulated deposit                       00
SIM-D-008001ACT-D-001 D00000018830020260224582797Simulated deposit                       00
SIM-D-008002ACT-D-003 D00000017750020260224582797Simulated deposit                       00
SIM-D-008003ACT-D-005 T00000022110020260224582797Simulated internal transfer             00
SIM-D-008004ACT-D-006 W00000004410020260224582797Simulated withdrawal                    00
SIM-D-009001ACT-D-002 T00000015150020260224583322Simulated internal transfer             00
SIM-D-009002ACT-D-004 W00000010290020260224583322Simulated withdrawal                    00
SIM-D-009003ACT-D-006 D00000004890020260224583322Simulated deposit                       00
SIM-D-010001ACT-D-002 W00000016170020260224583852Simulated withdrawal                    00
SIM-D-010002ACT-D-004 D00000037980020260224583852Simulated deposit                       00
SIM-D-010003ACT-D-006 T00000004200020260224583852Simulated internal transfer             00
SIM-D-011001ACT-D-001 D00000046860020260224584382Simulated deposit                       00
SIM-D-011002ACT-D-002 D00000021570020260224584382Simulated deposit                       00
SIM-D-011003ACT-D-003 T00000044440020260224584382Outbound interbank transfer             00
SIM-D-011004ACT-D-004 T00000003670020260224584382Simulated internal transfer             00
SIM-D-011005ACT-D-005 W00000013900020260224584382Simulated withdrawal                    00
SIM-D-012001ACT-D-001 T00000025710020260224584819Simulated internal transfer             00
SIM-D-012002ACT-D-003 W00000019780020260224584819Simulated withdrawal                    00
SIM-D-012003ACT-D-005 D00000008710020260224584819Simulated deposit                       00
SIM-D-013001ACT-D-001 W00000005910020260224585348Simulated withdrawal                    00
SIM-D-013002ACT-D-003 D00000041800020260224585348Simulated deposit                       00
SIM-D-013003ACT-D-004 D00000016510020260224585348Simulated deposit                       00
SIM-D-013004ACT-D-005 T00000021560020260224585348Outbound interbank transfer             00
SIM-D-013005ACT-D-006 T00000021190020260224585348Simulated internal transfer             00
SIM-D-014001ACT-D-002 T00000018800020260224585875Outbound interbank transfer             00
SIM-D-014002ACT-D-004 W00000003640020260224585875Simulated withdrawal                    00
SIM-D-014003ACT-D-006 D00000028940020260224585875Simulated deposit                       00
SIM-D-015001ACT-D-002 W00000009520020260224590407Simulated withdrawal                    00
SIM-D-015002ACT-D-004 D00000012530020260224590407Simulated deposit                       00
SIM-D-015003ACT-D-006 D00000011450020260224590407Simulated deposit                       00
SIM-D-016001ACT-D-001 D00000021410020260224590940Simulated deposit                       00
SIM-D-016002ACT-D-002 D00000045620020260224590940Simulated deposit                       00
SIM-D-016003ACT-D-003 D00000020330020260224590940Simulated deposit                       00
SIM-D-016004ACT-D-005 T00000002750020260224590940Simulated internal transfer             00
SIM-D-017001ACT-D-001 T00000041160020260224591477Outbound interbank transfer             00
SIM-D-017002ACT-D-003 W00000013130020260224591477Simulated withdrawal                    00
SIM-D-017003ACT-D-005 W00000005320020260224591477Simulated withdrawal                    00
SIM-D-018001ACT-D-001 W00000019010020260224591928Simulated withdrawal                    00
SIM-D-018002ACT-D-002 W00000005230020260224591928Simulated withdrawal                    00
SIM-D-018003ACT-D-003 D00000016350020260224591928Simulated deposit                       00
SIM-D-018004ACT-D-004 D00000040560020260224591928Simulated deposit                       00
SIM-D-018005ACT-D-005 D00000015270020260224591928Simulated deposit                       00
SIM-D-018006ACT-D-006 T00000021040020260224591928Outbound interbank transfer             00
SIM-D-019001ACT-D-002 D00000024150020260224592476Simulated deposit                       00
SIM-D-019002ACT-D-004 T00000013310020260224592476Simulated internal transfer             00
SIM-D-019003ACT-D-006 W00000008930020260224592476Simulated withdrawal                    00
SIM-D-020001ACT-D-002 W00000002870020260224593001Simulated withdrawal                    00
SIM-D-020002ACT-D-004 W00000014810020260224593001Simulated withdrawal                    00
SIM-D-020003ACT-D-006 D00000035500020260224593001Simulated deposit                       00
SIM-D-021001ACT-D-001 W00000014720020260224593531Simulated withdrawal                    00
SIM-D-021002ACT-D-003 D00000044380020260224593531Simulated deposit                       00
SIM-D-021003ACT-D-005 T00000043400020260224593531Outbound interbank transfer             00
SIM-D-022001ACT-D-001 D00000027970020260224594063Simulated deposit                       00
SIM-D-022002ACT-D-003 T00000023870020260224594063Simulated internal transfer             00
SIM-D-022003ACT-D-005 W00000018420020260224594063Simulated withdrawal                    00
SIM-D-023001ACT-D-001 T00000023340020260224594606Simulated internal transfer             00
SIM-D-023002ACT-D-002 W00000018330020260224594606Simulated withdrawal                    00
SIM-D-023003ACT-D-003 W00000004550020260224594606Simulated withdrawal                    00
SIM-D-023004ACT-D-004 D00000015110020260224594606Simulated deposit                       00
SIM-D-023005ACT-D-006 D00000014030020260224594606Simulated deposit                       00
SIM-D-024001ACT-D-002 D00000048200020260224595054Simulated deposit                       00
SIM-D-024002ACT-D-004 T00000017760020260224595054Outbound interbank transfer             00
SIM-D-024003ACT-D-006 W00000002280020260224595054Simulated withdrawal                    00
SIM-D-025001ACT-D-002 T00000005430020260224595601Simulated internal transfer             00
SIM-D-025002ACT-D-004 W00000008160020260224595601Simulated withdrawal                    00
SIM-D-025003ACT-D-005 W00000014130020260224595601Simulated withdrawal                    00
SIM-D-025004ACT-D-006 D00000010050020260224595601Simulated deposit                       00
