SIM-A-001001ACT-A-001 T00000009090020260224553676Simulated internal transfer             00
SIM-A-001002ACT-A-003 W00000012550020260224553676Simulated withdrawal - NSF              01
SIM-A-001003ACT-A-005 D00000004570020260224553676Simulated deposit                       00
SIM-A-001004ACT-A-007 D00000003490020260224553676Simulated deposit                       00
SIM-A-002001ACT-A-001 W00000018430020260224554188Simulated withdrawal                    00
SIM-A-002002ACT-A-003 D00000037660020260224554188Simulated deposit                       00
SIM-A-002003ACT-A-004 D00000012370020260224554188Simulated deposit                       00
SIM-A-002004ACT-A-005 T00000013340020260224554188Outbound interbank transfer             00
SIM-A-002005ACT-A-006 T00000004570020260224554188Simulated internal transfer             00
SIM-A-002006ACT-A-008 W00000002470020260224554188Simulated withdrawal                    00
SIM-A-003001ACT-A-002 T00000010580020260224554698Outbound interbank transfer             00
SIM-A-003002ACT-A-004 W00000016160020260224554698Simulated withdrawal                    00
SIM-A-003003ACT-A-006 W00000008350020260224554698Simulated withdrawal                    00
SIM-A-003004ACT-A-008 D00000023720020260224554698Simulated deposit                       00
SIM-A-004001ACT-A-002 W00000002290020260224555192Simulated withdrawal                    00
SIM-A-004002ACT-A-004 D00000008390020260224555192Simulated deposit                       00
SIM-A-004003ACT-A-006 D00000007310020260224555192Simulated deposit                       00
SIM-A-004004ACT-A-007 T00000038460020260224555192Outbound transfer - NSF                 01
SIM-A-004005ACT-A-008 T00000022090020260224555192Simulated internal transfer             00
SIM-A-005001ACT-A-001 D00000017270020260224555702Simulated deposit                       00
SIM-A-005002ACT-A-002 D00000041480020260224555702Simulated deposit                       00
SIM-A-005003ACT-A-003 D00000016190020260224555702Simulated deposit                       00
SIM-A-005004ACT-A-005 T00000015130020260224555702Simulated internal transfer             00
SIM-A-005005ACT-A-007 W00000011960020260224555702Simulated withdrawal                    00
SIM-A-006001ACT-A-001 T00000032940020260224560210Outbound interbank transfer             00
SIM-A-006002ACT-A-003 T00000014600020260224560210Simulated internal transfer             00
SIM-A-006003ACT-A-005 W00000017840020260224560210Simulated withdrawal - NSF              01
SIM-A-006004ACT-A-007 D00000027540020260224560210Simulated deposit                       00
SIM-A-007001ACT-A-001 W00000011780020260224560590Simulated withdrawal                    00
SIM-A-007002ACT-A-002 W00000017750020260224560590Simulated withdrawal                    00
SIM-A-007003ACT-A-003 D00000012210020260224560590Simulated deposit                       00
SIM-A-007004ACT-A-004 D00000036420020260224560590Simulated deposit                       00
SIM-A-007005ACT-A-005 D00000011130020260224560590Simulated deposit                       00
SIM-A-007006ACT-A-006 T00000012820020260224560590Outbound interbank transfer             00
SIM-A-007007ACT-A-008 W00000015570020260224560590Simulated withdrawal                    00
SIM-A-008001ACT-A-002 D00000020010020260224561092Simulated deposit                       00
SIM-A-008002ACT-A-004 T00000025690020260224561092Simulated internal transfer             00
SIM-A-008003ACT-A-006 W00000001700020260224561092Simulated withdrawal                    00
SIM-A-008004ACT-A-008 D00000047770020260224561092Simulated deposit                       00
SIM-A-009001ACT-A-002 T00000025160020260224561600Simulated internal transfer             00
SIM-A-009002ACT-A-004 W00000007580020260224561600Simulated withdrawal                    00
SIM-A-009003ACT-A-005 D00000007150020260224561600Simulated deposit                       00
SIM-A-009004ACT-A-006 D00000031360020260224561600Simulated deposit                       00
SIM-A-009005ACT-A-007 D00000006070020260224561600Simulated deposit                       00
SIM-A-009006ACT-A-008 T00000037940020260224561600Outbound interbank transfer             00
SIM-A-010001ACT-A-001 W00000007490020260224562101Simulated withdrawal                    00
SIM-A-010002ACT-A-003 D00000040240020260224562101Simulated deposit                       00
SIM-A-010003ACT-A-005 T00000035180020260224562101Outbound interbank transfer             00
SIM-A-010004ACT-A-007 W00000005310020260224562101Simulated withdrawal                    00
SIM-A-011001ACT-A-001 D00000023830020260224562620Simulated deposit                       00
SIM-A-011002ACT-A-003 T00000007250020260224562620Simulated internal transfer             00
SIM-A-011003ACT-A-005 W00000011190020260224562620Simulated withdrawal                    00
SIM-A-011004ACT-A-007 D00000002090020260224562620Simulated deposit                       00
